"Town","FIPS","Year","Gender","Engagement","Measure Type","Variable","Value"
"Plymouth","0900560750","2011-2015","Total","Disengaged","Percent","Disengaged Youth",1.5
"Plymouth","0900560750","2011-2015","Total","Disengaged","Percent","Margins of Error",0.09
"Plymouth","0900560750","2011-2015","Female","Total","Number","Disengaged Youth",331
"Plymouth","0900560750","2011-2015","Female","Total","Number","Margins of Error",99
"Plymouth","0900560750","2011-2015","Female","Engaged","Number","Disengaged Youth",322
"Plymouth","0900560750","2011-2015","Female","Engaged","Number","Margins of Error",99.33
"Plymouth","0900560750","2011-2015","Female","Engaged","Percent","Disengaged Youth",97.28
"Plymouth","0900560750","2011-2015","Female","Engaged","Percent","Margins of Error",0.42
"Plymouth","0900560750","2011-2015","Female","Disengaged","Number","Disengaged Youth",9
"Plymouth","0900560750","2011-2015","Female","Disengaged","Number","Margins of Error",35.76
"Plymouth","0900560750","2011-2015","Female","Disengaged","Percent","Disengaged Youth",2.72
"Plymouth","0900560750","2011-2015","Female","Disengaged","Percent","Margins of Error",0.11
"Plymouth","0900560750","2011-2015","Male","Total","Number","Disengaged Youth",268
"Plymouth","0900560750","2011-2015","Male","Total","Number","Margins of Error",98
"Plymouth","0900560750","2011-2015","Male","Engaged","Number","Disengaged Youth",268
"Plymouth","0900560750","2011-2015","Male","Engaged","Number","Margins of Error",101
"Plymouth","0900560750","2011-2015","Male","Engaged","Percent","Disengaged Youth",100
"Plymouth","0900560750","2011-2015","Male","Engaged","Percent","Margins of Error",0.53
"Plymouth","0900560750","2011-2015","Male","Disengaged","Number","Disengaged Youth",0
"Plymouth","0900560750","2011-2015","Male","Disengaged","Number","Margins of Error",38
"Plymouth","0900560750","2011-2015","Male","Disengaged","Percent","Disengaged Youth",0
"Plymouth","0900560750","2011-2015","Male","Disengaged","Percent","Margins of Error",0.14
"Plymouth","0900560750","2012-2016","Total","Total","Number","Disengaged Youth",670
"Plymouth","0900560750","2012-2016","Total","Total","Number","Margins of Error",190
"Plymouth","0900560750","2012-2016","Total","Engaged","Number","Disengaged Youth",662
"Plymouth","0900560750","2012-2016","Total","Engaged","Number","Margins of Error",169.6
"Plymouth","0900560750","2012-2016","Total","Engaged","Percent","Disengaged Youth",98.81
"Plymouth","0900560750","2012-2016","Total","Engaged","Percent","Margins of Error",0.38
"Plymouth","0900560750","2012-2016","Total","Disengaged","Number","Disengaged Youth",8
"Plymouth","0900560750","2012-2016","Total","Disengaged","Number","Margins of Error",51.92
"Plymouth","0900560750","2012-2016","Total","Disengaged","Percent","Disengaged Youth",1.19
"Plymouth","0900560750","2012-2016","Total","Disengaged","Percent","Margins of Error",0.08
"Plymouth","0900560750","2012-2016","Female","Total","Number","Disengaged Youth",419
"Plymouth","0900560750","2012-2016","Female","Total","Number","Margins of Error",138
"Plymouth","0900560750","2012-2016","Female","Engaged","Number","Disengaged Youth",411
"Plymouth","0900560750","2012-2016","Female","Engaged","Number","Margins of Error",131.25
"Plymouth","0900560750","2012-2016","Female","Engaged","Percent","Disengaged Youth",98.09
"Plymouth","0900560750","2012-2016","Female","Engaged","Percent","Margins of Error",0.45
"Plymouth","0900560750","2012-2016","Female","Disengaged","Number","Disengaged Youth",8
"Plymouth","0900560750","2012-2016","Female","Disengaged","Number","Margins of Error",35.38
"Plymouth","0900560750","2012-2016","Female","Disengaged","Percent","Disengaged Youth",1.91
"Plymouth","0900560750","2012-2016","Female","Disengaged","Percent","Margins of Error",0.08
"Plymouth","0900560750","2012-2016","Male","Total","Number","Disengaged Youth",251
"Plymouth","0900560750","2012-2016","Male","Total","Number","Margins of Error",104
"Plymouth","0900560750","2012-2016","Male","Engaged","Number","Disengaged Youth",251
"Plymouth","0900560750","2012-2016","Male","Engaged","Number","Margins of Error",107.42
"Plymouth","0900560750","2012-2016","Male","Engaged","Percent","Disengaged Youth",100
"Plymouth","0900560750","2012-2016","Male","Engaged","Percent","Margins of Error",0.6
"Plymouth","0900560750","2012-2016","Male","Disengaged","Number","Disengaged Youth",0
"Plymouth","0900560750","2012-2016","Male","Disengaged","Number","Margins of Error",38
"Plymouth","0900560750","2012-2016","Male","Disengaged","Percent","Disengaged Youth",0
"Plymouth","0900560750","2012-2016","Male","Disengaged","Percent","Margins of Error",0.15
"Plymouth","0900560750","2013-2017","Total","Total","Number","Disengaged Youth",624
"Plymouth","0900560750","2013-2017","Total","Total","Number","Margins of Error",166
"Plymouth","0900560750","2013-2017","Total","Engaged","Number","Disengaged Youth",617
"Plymouth","0900560750","2013-2017","Total","Engaged","Number","Margins of Error",173.61
"Plymouth","0900560750","2013-2017","Total","Engaged","Percent","Disengaged Youth",98.88
"Plymouth","0900560750","2013-2017","Total","Engaged","Percent","Margins of Error",0.38
"Plymouth","0900560750","2013-2017","Total","Disengaged","Number","Disengaged Youth",7
"Plymouth","0900560750","2013-2017","Total","Disengaged","Number","Margins of Error",51.68
"Plymouth","0900560750","2013-2017","Total","Disengaged","Percent","Disengaged Youth",1.12
"Plymouth","0900560750","2013-2017","Total","Disengaged","Percent","Margins of Error",0.08
"Plymouth","0900560750","2013-2017","Female","Total","Number","Disengaged Youth",383
"Plymouth","0900560750","2013-2017","Female","Total","Number","Margins of Error",137
"Plymouth","0900560750","2013-2017","Female","Engaged","Number","Disengaged Youth",376
"Plymouth","0900560750","2013-2017","Female","Engaged","Number","Margins of Error",138.63
"Plymouth","0900560750","2013-2017","Female","Engaged","Percent","Disengaged Youth",98.17
"Plymouth","0900560750","2013-2017","Female","Engaged","Percent","Margins of Error",0.5
"Plymouth","0900560750","2013-2017","Female","Disengaged","Number","Disengaged Youth",7
"Plymouth","0900560750","2013-2017","Female","Disengaged","Number","Margins of Error",35.03
"Plymouth","0900560750","2013-2017","Female","Disengaged","Percent","Disengaged Youth",1.83
"Plymouth","0900560750","2013-2017","Female","Disengaged","Percent","Margins of Error",0.09
"Plymouth","0900560750","2013-2017","Male","Total","Number","Disengaged Youth",241
"Plymouth","0900560750","2013-2017","Male","Total","Number","Margins of Error",101
"Plymouth","0900560750","2013-2017","Male","Engaged","Number","Disengaged Youth",241
"Plymouth","0900560750","2013-2017","Male","Engaged","Number","Margins of Error",104.51
"Plymouth","0900560750","2013-2017","Male","Engaged","Percent","Disengaged Youth",100
"Plymouth","0900560750","2013-2017","Male","Engaged","Percent","Margins of Error",0.6
"Plymouth","0900560750","2013-2017","Male","Disengaged","Number","Disengaged Youth",0
"Plymouth","0900560750","2013-2017","Male","Disengaged","Number","Margins of Error",38
"Plymouth","0900560750","2013-2017","Male","Disengaged","Percent","Disengaged Youth",0
"Plymouth","0900560750","2013-2017","Male","Disengaged","Percent","Margins of Error",0.16
"Pomfret","0901561030","2006-2010","Total","Total","Number","Disengaged Youth",143
"Pomfret","0901561030","2006-2010","Total","Total","Number","Margins of Error",60
"Pomfret","0901561030","2006-2010","Total","Engaged","Number","Disengaged Youth",133
"Pomfret","0901561030","2006-2010","Total","Engaged","Number","Margins of Error",221.15
"Pomfret","0901561030","2006-2010","Total","Engaged","Percent","Disengaged Youth",93.01
"Pomfret","0901561030","2006-2010","Total","Engaged","Percent","Margins of Error",1.59
"Pomfret","0901561030","2006-2010","Total","Disengaged","Number","Disengaged Youth",10
"Pomfret","0901561030","2006-2010","Total","Disengaged","Number","Margins of Error",325.87
"Pomfret","0901561030","2006-2010","Total","Disengaged","Percent","Disengaged Youth",6.99
"Pomfret","0901561030","2006-2010","Total","Disengaged","Percent","Margins of Error",2.28
"Pomfret","0901561030","2006-2010","Female","Total","Number","Disengaged Youth",23
"Pomfret","0901561030","2006-2010","Female","Total","Number","Margins of Error",36
"Pomfret","0901561030","2006-2010","Female","Engaged","Number","Disengaged Youth",23
"Pomfret","0901561030","2006-2010","Female","Engaged","Number","Margins of Error",177.63
"Pomfret","0901561030","2006-2010","Female","Engaged","Percent","Disengaged Youth",100
"Pomfret","0901561030","2006-2010","Female","Engaged","Percent","Margins of Error",7.88
"Pomfret","0901561030","2006-2010","Female","Disengaged","Number","Disengaged Youth",0
"Pomfret","0901561030","2006-2010","Female","Disengaged","Number","Margins of Error",246
"Pomfret","0901561030","2006-2010","Female","Disengaged","Percent","Disengaged Youth",0
"Pomfret","0901561030","2006-2010","Female","Disengaged","Percent","Margins of Error",10.7
"Pomfret","0901561030","2006-2010","Male","Total","Number","Disengaged Youth",120
"Pomfret","0901561030","2006-2010","Male","Total","Number","Margins of Error",57
"Pomfret","0901561030","2006-2010","Male","Engaged","Number","Disengaged Youth",110
"Pomfret","0901561030","2006-2010","Male","Engaged","Number","Margins of Error",131.73
"Pomfret","0901561030","2006-2010","Male","Engaged","Percent","Disengaged Youth",91.67
"Pomfret","0901561030","2006-2010","Male","Engaged","Percent","Margins of Error",1.18
"Pomfret","0901561030","2006-2010","Male","Disengaged","Number","Disengaged Youth",10
"Pomfret","0901561030","2006-2010","Male","Disengaged","Number","Margins of Error",213.72
"Pomfret","0901561030","2006-2010","Male","Disengaged","Percent","Disengaged Youth",8.33
"Pomfret","0901561030","2006-2010","Male","Disengaged","Percent","Margins of Error",1.78
"Pomfret","0901561030","2007-2011","Total","Total","Number","Disengaged Youth",159
"Pomfret","0901561030","2007-2011","Total","Total","Number","Margins of Error",74
"Pomfret","0901561030","2007-2011","Total","Engaged","Number","Disengaged Youth",146
"Pomfret","0901561030","2007-2011","Total","Engaged","Number","Margins of Error",197.95
"Pomfret","0901561030","2007-2011","Total","Engaged","Percent","Disengaged Youth",91.82
"Pomfret","0901561030","2007-2011","Total","Engaged","Percent","Margins of Error",1.32
"Pomfret","0901561030","2007-2011","Total","Disengaged","Number","Disengaged Youth",13
"Pomfret","0901561030","2007-2011","Total","Disengaged","Number","Margins of Error",244.4
"Pomfret","0901561030","2007-2011","Total","Disengaged","Percent","Disengaged Youth",8.18
"Pomfret","0901561030","2007-2011","Total","Disengaged","Percent","Margins of Error",1.54
"Pomfret","0901561030","2007-2011","Female","Total","Number","Disengaged Youth",85
"Pomfret","0901561030","2007-2011","Female","Total","Number","Margins of Error",59
"Pomfret","0901561030","2007-2011","Female","Engaged","Number","Disengaged Youth",85
"Pomfret","0901561030","2007-2011","Female","Engaged","Number","Margins of Error",142.86
"Pomfret","0901561030","2007-2011","Female","Engaged","Percent","Disengaged Youth",100
"Pomfret","0901561030","2007-2011","Female","Engaged","Percent","Margins of Error",1.82
"Pomfret","0901561030","2007-2011","Female","Disengaged","Number","Disengaged Youth",0
"Pomfret","0901561030","2007-2011","Female","Disengaged","Number","Margins of Error",184
"Pomfret","0901561030","2007-2011","Female","Disengaged","Percent","Disengaged Youth",0
"Pomfret","0901561030","2007-2011","Female","Disengaged","Percent","Margins of Error",2.16
"Pomfret","0901561030","2007-2011","Male","Total","Number","Disengaged Youth",74
"Pomfret","0901561030","2007-2011","Male","Total","Number","Margins of Error",55
"Pomfret","0901561030","2007-2011","Male","Engaged","Number","Disengaged Youth",61
"Pomfret","0901561030","2007-2011","Male","Engaged","Number","Margins of Error",137.03
"Pomfret","0901561030","2007-2011","Male","Engaged","Percent","Disengaged Youth",82.43
"Pomfret","0901561030","2007-2011","Male","Engaged","Percent","Margins of Error",1.95
"Pomfret","0901561030","2007-2011","Male","Disengaged","Number","Disengaged Youth",13
"Pomfret","0901561030","2007-2011","Male","Disengaged","Number","Margins of Error",160.86
"Pomfret","0901561030","2007-2011","Male","Disengaged","Percent","Disengaged Youth",17.57
"Pomfret","0901561030","2007-2011","Male","Disengaged","Percent","Margins of Error",2.18
"Pomfret","0901561030","2008-2012","Total","Total","Number","Disengaged Youth",240
"Pomfret","0901561030","2008-2012","Total","Total","Number","Margins of Error",104
"Pomfret","0901561030","2008-2012","Total","Engaged","Number","Disengaged Youth",200
"Pomfret","0901561030","2008-2012","Total","Engaged","Number","Margins of Error",93.86
"Pomfret","0901561030","2008-2012","Total","Engaged","Percent","Disengaged Youth",83.33
"Pomfret","0901561030","2008-2012","Total","Engaged","Percent","Margins of Error",0.53
"Pomfret","0901561030","2008-2012","Total","Disengaged","Number","Disengaged Youth",40
"Pomfret","0901561030","2008-2012","Total","Disengaged","Number","Margins of Error",60.22
"Pomfret","0901561030","2008-2012","Total","Disengaged","Percent","Disengaged Youth",16.67
"Pomfret","0901561030","2008-2012","Total","Disengaged","Percent","Margins of Error",0.26
"Pomfret","0901561030","2008-2012","Female","Total","Number","Disengaged Youth",142
"Pomfret","0901561030","2008-2012","Female","Total","Number","Margins of Error",101
"Pomfret","0901561030","2008-2012","Female","Engaged","Number","Disengaged Youth",121
"Pomfret","0901561030","2008-2012","Female","Engaged","Number","Margins of Error",78.85
"Pomfret","0901561030","2008-2012","Female","Engaged","Percent","Disengaged Youth",85.21
"Pomfret","0901561030","2008-2012","Female","Engaged","Percent","Margins of Error",0.82
"Pomfret","0901561030","2008-2012","Female","Disengaged","Number","Disengaged Youth",21
"Pomfret","0901561030","2008-2012","Female","Disengaged","Number","Margins of Error",53.23
"Pomfret","0901561030","2008-2012","Female","Disengaged","Percent","Disengaged Youth",14.79
"Pomfret","0901561030","2008-2012","Female","Disengaged","Percent","Margins of Error",0.39
"Pomfret","0901561030","2008-2012","Male","Total","Number","Disengaged Youth",98
"Pomfret","0901561030","2008-2012","Male","Total","Number","Margins of Error",57
"Pomfret","0901561030","2008-2012","Male","Engaged","Number","Disengaged Youth",79
"Pomfret","0901561030","2008-2012","Male","Engaged","Number","Margins of Error",50.91
"Pomfret","0901561030","2008-2012","Male","Engaged","Percent","Disengaged Youth",80.61
"Pomfret","0901561030","2008-2012","Male","Engaged","Percent","Margins of Error",0.7
"Pomfret","0901561030","2008-2012","Male","Disengaged","Number","Disengaged Youth",19
"Pomfret","0901561030","2008-2012","Male","Disengaged","Number","Margins of Error",28.16
"Pomfret","0901561030","2008-2012","Male","Disengaged","Percent","Disengaged Youth",19.39
"Pomfret","0901561030","2008-2012","Male","Disengaged","Percent","Margins of Error",0.31
"Pomfret","0901561030","2009-2013","Total","Total","Number","Disengaged Youth",293
"Pomfret","0901561030","2009-2013","Total","Total","Number","Margins of Error",97
"Pomfret","0901561030","2009-2013","Total","Engaged","Number","Disengaged Youth",253
"Pomfret","0901561030","2009-2013","Total","Engaged","Number","Margins of Error",96.05
"Pomfret","0901561030","2009-2013","Total","Engaged","Percent","Disengaged Youth",86.35
"Pomfret","0901561030","2009-2013","Total","Engaged","Percent","Margins of Error",0.43
"Pomfret","0901561030","2009-2013","Total","Disengaged","Number","Disengaged Youth",40
"Pomfret","0901561030","2009-2013","Total","Disengaged","Number","Margins of Error",57.98
"Pomfret","0901561030","2009-2013","Total","Disengaged","Percent","Disengaged Youth",13.65
"Pomfret","0901561030","2009-2013","Total","Disengaged","Percent","Margins of Error",0.2
"Pomfret","0901561030","2009-2013","Female","Total","Number","Disengaged Youth",156
"Pomfret","0901561030","2009-2013","Female","Total","Number","Margins of Error",87
"Pomfret","0901561030","2009-2013","Female","Engaged","Number","Disengaged Youth",137
"Pomfret","0901561030","2009-2013","Female","Engaged","Number","Margins of Error",76.9
"Pomfret","0901561030","2009-2013","Female","Engaged","Percent","Disengaged Youth",87.82
"Pomfret","0901561030","2009-2013","Female","Engaged","Percent","Margins of Error",0.69
"Pomfret","0901561030","2009-2013","Female","Disengaged","Number","Disengaged Youth",19
"Pomfret","0901561030","2009-2013","Female","Disengaged","Number","Margins of Error",48.66
"Pomfret","0901561030","2009-2013","Female","Disengaged","Percent","Disengaged Youth",12.18
"Pomfret","0901561030","2009-2013","Female","Disengaged","Percent","Margins of Error",0.32
"Pomfret","0901561030","2009-2013","Male","Total","Number","Disengaged Youth",137
"Pomfret","0901561030","2009-2013","Male","Total","Number","Margins of Error",71
"Pomfret","0901561030","2009-2013","Male","Engaged","Number","Disengaged Youth",116
"Pomfret","0901561030","2009-2013","Male","Engaged","Number","Margins of Error",57.56
"Pomfret","0901561030","2009-2013","Male","Engaged","Percent","Disengaged Youth",84.67
"Pomfret","0901561030","2009-2013","Male","Engaged","Percent","Margins of Error",0.61
"Pomfret","0901561030","2009-2013","Male","Disengaged","Number","Disengaged Youth",21
"Pomfret","0901561030","2009-2013","Male","Disengaged","Number","Margins of Error",31.53
"Pomfret","0901561030","2009-2013","Male","Disengaged","Percent","Disengaged Youth",15.33
"Pomfret","0901561030","2009-2013","Male","Disengaged","Percent","Margins of Error",0.24
"Pomfret","0901561030","2010-2014","Total","Total","Number","Disengaged Youth",304
"Pomfret","0901561030","2010-2014","Total","Total","Number","Margins of Error",84
"Pomfret","0901561030","2010-2014","Total","Engaged","Number","Disengaged Youth",283
"Pomfret","0901561030","2010-2014","Total","Engaged","Number","Margins of Error",102.83
"Pomfret","0901561030","2010-2014","Total","Engaged","Percent","Disengaged Youth",93.09
"Pomfret","0901561030","2010-2014","Total","Engaged","Percent","Margins of Error",0.42
"Pomfret","0901561030","2010-2014","Total","Disengaged","Number","Disengaged Youth",21
"Pomfret","0901561030","2010-2014","Total","Disengaged","Number","Margins of Error",49.85
"Pomfret","0901561030","2010-2014","Total","Disengaged","Percent","Disengaged Youth",6.91
"Pomfret","0901561030","2010-2014","Total","Disengaged","Percent","Margins of Error",0.17
"Pomfret","0901561030","2010-2014","Female","Total","Number","Disengaged Youth",173
"Pomfret","0901561030","2010-2014","Female","Total","Number","Margins of Error",81
"Pomfret","0901561030","2010-2014","Female","Engaged","Number","Disengaged Youth",157
"Pomfret","0901561030","2010-2014","Female","Engaged","Number","Margins of Error",87.66
"Pomfret","0901561030","2010-2014","Female","Engaged","Percent","Disengaged Youth",90.75
"Pomfret","0901561030","2010-2014","Female","Engaged","Percent","Margins of Error",0.66
"Pomfret","0901561030","2010-2014","Female","Disengaged","Number","Disengaged Youth",16
"Pomfret","0901561030","2010-2014","Female","Disengaged","Number","Margins of Error",44.19
"Pomfret","0901561030","2010-2014","Female","Disengaged","Percent","Disengaged Youth",9.25
"Pomfret","0901561030","2010-2014","Female","Disengaged","Percent","Margins of Error",0.26
"Pomfret","0901561030","2010-2014","Male","Total","Number","Disengaged Youth",131
"Pomfret","0901561030","2010-2014","Male","Total","Number","Margins of Error",52
"Pomfret","0901561030","2010-2014","Male","Engaged","Number","Disengaged Youth",126
"Pomfret","0901561030","2010-2014","Male","Engaged","Number","Margins of Error",53.75
"Pomfret","0901561030","2010-2014","Male","Engaged","Percent","Disengaged Youth",96.18
"Pomfret","0901561030","2010-2014","Male","Engaged","Percent","Margins of Error",0.56
"Pomfret","0901561030","2010-2014","Male","Disengaged","Number","Disengaged Youth",5
"Pomfret","0901561030","2010-2014","Male","Disengaged","Number","Margins of Error",23.07
"Pomfret","0901561030","2010-2014","Male","Disengaged","Percent","Disengaged Youth",3.82
"Pomfret","0901561030","2010-2014","Male","Disengaged","Percent","Margins of Error",0.18
"Pomfret","0901561030","2011-2015","Total","Total","Number","Disengaged Youth",314
"Pomfret","0901561030","2011-2015","Total","Total","Number","Margins of Error",85
"Pomfret","0901561030","2011-2015","Total","Engaged","Number","Disengaged Youth",296
"Pomfret","0901561030","2011-2015","Total","Engaged","Number","Margins of Error",87.87
"Pomfret","0901561030","2011-2015","Total","Engaged","Percent","Disengaged Youth",94.27
"Pomfret","0901561030","2011-2015","Total","Engaged","Percent","Margins of Error",0.38
"Pomfret","0901561030","2011-2015","Total","Disengaged","Number","Disengaged Youth",18
"Pomfret","0901561030","2011-2015","Total","Disengaged","Number","Margins of Error",46.1
"Pomfret","0901561030","2011-2015","Total","Disengaged","Percent","Disengaged Youth",5.73
"Pomfret","0901561030","2011-2015","Total","Disengaged","Percent","Margins of Error",0.15
"Pomfret","0901561030","2011-2015","Female","Total","Number","Disengaged Youth",203
"Pomfret","0901561030","2011-2015","Female","Total","Number","Margins of Error",83
"Pomfret","0901561030","2011-2015","Female","Engaged","Number","Disengaged Youth",188
"Pomfret","0901561030","2011-2015","Female","Engaged","Number","Margins of Error",76.9
"Pomfret","0901561030","2011-2015","Female","Engaged","Percent","Disengaged Youth",92.61
"Pomfret","0901561030","2011-2015","Female","Engaged","Percent","Margins of Error",0.54
"Pomfret","0901561030","2011-2015","Female","Disengaged","Number","Disengaged Youth",15
"Pomfret","0901561030","2011-2015","Female","Disengaged","Number","Margins of Error",40.71
"Pomfret","0901561030","2011-2015","Female","Disengaged","Percent","Disengaged Youth",7.39
"Pomfret","0901561030","2011-2015","Female","Disengaged","Percent","Margins of Error",0.2
"Pomfret","0901561030","2011-2015","Male","Total","Number","Disengaged Youth",111
"Pomfret","0901561030","2011-2015","Male","Total","Number","Margins of Error",39
"Pomfret","0901561030","2011-2015","Male","Engaged","Number","Disengaged Youth",108
"Pomfret","0901561030","2011-2015","Male","Engaged","Number","Margins of Error",42.53
"Pomfret","0901561030","2011-2015","Male","Engaged","Percent","Disengaged Youth",97.3
"Pomfret","0901561030","2011-2015","Male","Engaged","Percent","Margins of Error",0.51
"Pomfret","0901561030","2011-2015","Male","Disengaged","Number","Disengaged Youth",3
"Pomfret","0901561030","2011-2015","Male","Disengaged","Number","Margins of Error",21.63
"Pomfret","0901561030","2011-2015","Male","Disengaged","Percent","Disengaged Youth",2.7
"Pomfret","0901561030","2011-2015","Male","Disengaged","Percent","Margins of Error",0.2
"Pomfret","0901561030","2012-2016","Total","Total","Number","Disengaged Youth",263
"Pomfret","0901561030","2012-2016","Total","Total","Number","Margins of Error",81
"Pomfret","0901561030","2012-2016","Total","Engaged","Number","Disengaged Youth",241
"Pomfret","0901561030","2012-2016","Total","Engaged","Number","Margins of Error",80.66
"Pomfret","0901561030","2012-2016","Total","Engaged","Percent","Disengaged Youth",91.63
"Pomfret","0901561030","2012-2016","Total","Engaged","Percent","Margins of Error",0.42
"Pomfret","0901561030","2012-2016","Total","Disengaged","Number","Disengaged Youth",22
"Pomfret","0901561030","2012-2016","Total","Disengaged","Number","Margins of Error",48.88
"Pomfret","0901561030","2012-2016","Total","Disengaged","Percent","Disengaged Youth",8.37
"Pomfret","0901561030","2012-2016","Total","Disengaged","Percent","Margins of Error",0.19
"Pomfret","0901561030","2012-2016","Female","Total","Number","Disengaged Youth",142
"Pomfret","0901561030","2012-2016","Female","Total","Number","Margins of Error",68
"Pomfret","0901561030","2012-2016","Female","Engaged","Number","Disengaged Youth",125
"Pomfret","0901561030","2012-2016","Female","Engaged","Number","Margins of Error",63.32
"Pomfret","0901561030","2012-2016","Female","Engaged","Percent","Disengaged Youth",88.03
"Pomfret","0901561030","2012-2016","Female","Engaged","Percent","Margins of Error",0.61
"Pomfret","0901561030","2012-2016","Female","Disengaged","Number","Disengaged Youth",17
"Pomfret","0901561030","2012-2016","Female","Disengaged","Number","Margins of Error",43.31
"Pomfret","0901561030","2012-2016","Female","Disengaged","Percent","Disengaged Youth",11.97
"Pomfret","0901561030","2012-2016","Female","Disengaged","Percent","Margins of Error",0.31
"Pomfret","0901561030","2012-2016","Male","Total","Number","Disengaged Youth",121
"Pomfret","0901561030","2012-2016","Male","Total","Number","Margins of Error",48
"Pomfret","0901561030","2012-2016","Male","Engaged","Number","Disengaged Youth",116
"Pomfret","0901561030","2012-2016","Male","Engaged","Number","Margins of Error",49.97
"Pomfret","0901561030","2012-2016","Male","Engaged","Percent","Disengaged Youth",95.87
"Pomfret","0901561030","2012-2016","Male","Engaged","Percent","Margins of Error",0.56
"Pomfret","0901561030","2012-2016","Male","Disengaged","Number","Disengaged Youth",5
"Pomfret","0901561030","2012-2016","Male","Disengaged","Number","Margins of Error",22.65
"Pomfret","0901561030","2012-2016","Male","Disengaged","Percent","Disengaged Youth",4.13
"Pomfret","0901561030","2012-2016","Male","Disengaged","Percent","Margins of Error",0.19
"Pomfret","0901561030","2013-2017","Total","Total","Number","Disengaged Youth",223
"Pomfret","0901561030","2013-2017","Total","Total","Number","Margins of Error",71
"Pomfret","0901561030","2013-2017","Total","Engaged","Number","Disengaged Youth",223
"Pomfret","0901561030","2013-2017","Total","Engaged","Number","Margins of Error",84.29
"Pomfret","0901561030","2013-2017","Total","Engaged","Percent","Disengaged Youth",100
"Pomfret","0901561030","2013-2017","Total","Engaged","Percent","Margins of Error",0.49
"Pomfret","0901561030","2013-2017","Total","Disengaged","Number","Disengaged Youth",0
"Pomfret","0901561030","2013-2017","Total","Disengaged","Number","Margins of Error",33.94
"Pomfret","0901561030","2013-2017","Total","Disengaged","Percent","Disengaged Youth",0
"Pomfret","0901561030","2013-2017","Total","Disengaged","Percent","Margins of Error",0.15
"Pomfret","0901561030","2013-2017","Female","Total","Number","Disengaged Youth",93
"Pomfret","0901561030","2013-2017","Female","Total","Number","Margins of Error",48
"Pomfret","0901561030","2013-2017","Female","Engaged","Number","Disengaged Youth",93
"Pomfret","0901561030","2013-2017","Female","Engaged","Number","Margins of Error",50.91
"Pomfret","0901561030","2013-2017","Female","Engaged","Percent","Disengaged Youth",100
"Pomfret","0901561030","2013-2017","Female","Engaged","Percent","Margins of Error",0.75
"Pomfret","0901561030","2013-2017","Female","Disengaged","Number","Disengaged Youth",0
"Pomfret","0901561030","2013-2017","Female","Disengaged","Number","Margins of Error",24
"Pomfret","0901561030","2013-2017","Female","Disengaged","Percent","Disengaged Youth",0
"Pomfret","0901561030","2013-2017","Female","Disengaged","Percent","Margins of Error",0.26
"Pomfret","0901561030","2013-2017","Male","Total","Number","Disengaged Youth",130
"Pomfret","0901561030","2013-2017","Male","Total","Number","Margins of Error",65
"Pomfret","0901561030","2013-2017","Male","Engaged","Number","Disengaged Youth",130
"Pomfret","0901561030","2013-2017","Male","Engaged","Number","Margins of Error",67.18
"Pomfret","0901561030","2013-2017","Male","Engaged","Percent","Disengaged Youth",100
"Pomfret","0901561030","2013-2017","Male","Engaged","Percent","Margins of Error",0.72
"Pomfret","0901561030","2013-2017","Male","Disengaged","Number","Disengaged Youth",0
"Pomfret","0901561030","2013-2017","Male","Disengaged","Number","Margins of Error",24
"Pomfret","0901561030","2013-2017","Male","Disengaged","Percent","Disengaged Youth",0
"Pomfret","0901561030","2013-2017","Male","Disengaged","Percent","Margins of Error",0.18
"Portland","0900761800","2006-2010","Total","Total","Number","Disengaged Youth",548
"Portland","0900761800","2006-2010","Total","Total","Number","Margins of Error",147
"Portland","0900761800","2006-2010","Total","Engaged","Number","Disengaged Youth",533
"Portland","0900761800","2006-2010","Total","Engaged","Number","Margins of Error",225.03
"Portland","0900761800","2006-2010","Total","Engaged","Percent","Disengaged Youth",97.26
"Portland","0900761800","2006-2010","Total","Engaged","Percent","Margins of Error",0.49
"Portland","0900761800","2006-2010","Total","Disengaged","Number","Disengaged Youth",15
"Portland","0900761800","2006-2010","Total","Disengaged","Number","Margins of Error",301.76
"Portland","0900761800","2006-2010","Total","Disengaged","Percent","Disengaged Youth",2.74
"Portland","0900761800","2006-2010","Total","Disengaged","Percent","Margins of Error",0.55
"Portland","0900761800","2006-2010","Female","Total","Number","Disengaged Youth",280
"Portland","0900761800","2006-2010","Female","Total","Number","Margins of Error",103
"Portland","0900761800","2006-2010","Female","Engaged","Number","Disengaged Youth",280
"Portland","0900761800","2006-2010","Female","Engaged","Number","Margins of Error",161.63
"Portland","0900761800","2006-2010","Female","Engaged","Percent","Disengaged Youth",100
"Portland","0900761800","2006-2010","Female","Engaged","Percent","Margins of Error",0.68
"Portland","0900761800","2006-2010","Female","Disengaged","Number","Disengaged Youth",0
"Portland","0900761800","2006-2010","Female","Disengaged","Number","Margins of Error",246
"Portland","0900761800","2006-2010","Female","Disengaged","Percent","Disengaged Youth",0
"Portland","0900761800","2006-2010","Female","Disengaged","Percent","Margins of Error",0.88
"Portland","0900761800","2006-2010","Male","Total","Number","Disengaged Youth",268
"Portland","0900761800","2006-2010","Male","Total","Number","Margins of Error",92
"Portland","0900761800","2006-2010","Male","Engaged","Number","Disengaged Youth",253
"Portland","0900761800","2006-2010","Male","Engaged","Number","Margins of Error",156.57
